visit_id,product_ids
4131525453794771061,495399934 463480227 489753829 463480226 463480255 489734604
4132053824665288731,495404000 495401895 495404008 463480210 463480483 495403990
4132264418844606758,495400385 463480227 489753829 463480226 463480255 489734604
4132443041241235564,495400043 495400618 463480677 463480658 463480226 463480466
4132692608325779800,495400155 463480677 463480255 463480237 463480482 463480240
4132996340674461937,463480223 463480379 463480429 463480225 463480224 495277614
4133014992570024104,495399934 495400385 463480641 463480693 463480322 463480694
4133344585303720118,495251097 463480225 495277614 463480694 495264589 495400618
4133460079320236319,495399934 495400385 495400618 489734604 495400631 495400576
4133888224861618250,463480374 463480322 463480694 495251312 495403163 495255645
4133946072422678754,1228501633 489734604 463480464 463480255 463480697 463480256
4134507179642716372,463480694 495264589 495251097 463480225 495400618 495403165
4134534131889996091,463480694 463480374 495399934 495400618 495401665 463480342
4135528799723323561,495399696 463480227 489753829 463480466 463480256 463480488
4136009401816580194,495251312 495461626 489734604 495403408 495403143 495256039
4136210311856783432,463480242 463480429.0 463480493.0 463480693.0 495400618.0 463480497.0
4136596509548347652,463480694 463480374 495403326 463480683 463480379 495401665
4136846482464833819,495402010 463480381 495265868 495277192 495267299 495265949
4136891682194194492,495251312 495255645 463480322 495263729 495250885 463480497
4136936031943917644,495403175 463480699 495403143 463480452 495493530 495403354
4136937274254295110,463480505 463480227 489753829 463480226 463480255 489734604
4138450940307439700,463480466 463480227 489753829 463480226 463480255 489734604
4138892527541157977,463480493 463480497 463480322 463480242 463480553 463480221
4139106729083011331,463480322 463480497 463480242 463480553 463480493 463480221
4140159250054512906,463480464 489753829 463480227 463480539 489734604 463480466
4140183272947187888,463480698 463480235 463480213 463480214 463480665 463480457
4140576220014182477,463480695 463480696 495255157 495264589 463480493 463480346
4140652901396906072,495277303 495401893 463480370 495504684 495504580 495504833
4141250493545185307,495404000 495404008 463480210 495401895 463480493 495401138
4141496164030873905,463480223 463480429 463480225 463480224 495277614 463480481
4141621213027631310,463480697 489753829 489734604 1228501633 463480464 463480539
4142128530841927796,463480221 463480497 463480322 463480242 463480553 463480493
4143920600999526613,495493945 495493530 495493336 463480213 463480214 463480235
4146520996953456907,463480539 463480227 489753829 463480226 463480255 489734604
4148879072809451747,463480356 495401138 495401146 495401665 495401664 463480665
4150845573661458547,463480652 463480210 463480212 463480452 463480211 463480214
4150938678537748638,463480362 463480497 463480322 463480242 463480553 463480493
4151646248397176946,495264589 463480221 463480497 463480322 463480242 463480553
4151732412967813339,463480322 463480497 463480242 463480553 463480493 463480221
4151740105731080374,495400618 495403165 463480694 463480563 495264774 495252594
4151887437764231498,463480696 495255157 495264589 463480493 463480346 463480497
4152544313622134815,495399934 495400618 495401665 463480694 463480342 495258252
4152561562610040926,463480694 463480392 463480389 463480684 495370340 463480429
4153001002790027314,463480487 463480358 463480355 495401665 495400939 495401146
4153237939254984823,463480694 463480342 495258252 463480225 495277614 495400618
4153261659093205152,489734604 495400385 1228501633 463480487 495401665 489753829
4153291778926313756,489734604 495403408 495403143 495256039 463480699 495251312
4154164243133104142,463480465 489734604 489753829 463480466 463480237 495399700
4154670295871652110,463480553 463480497 463480694 495251312 463480322 463480342
4154874464386940977,495277303 495277293 495277202 495369801 463480689 495277192
4155764639899320333,463480693 495263416 463480694 495259045 489734604 495264589
4156057710394081399,495258252 463480225 495277614 495400618 463480273 463480221
4156254738917359715,495255645 463480322 463480497 463480242 463480553 463480493
4156290538253320258,463480237 463480487 463480482 463480227 463480677 463480468
4156363035688042546,463480221 463480322 495251312 463480273 463480497 463480242
4156516228948558078,463480256 463480227 489753829 463480226 463480255 489734604
4156581337637847327,463480227 489753829 463480226 463480255 489734604 463480464
4156983363622666400,463480358 495401665 495401146 463480356 463480484 495400939
4157216818099126543,495255157 495264479 463480457 463480553 463480694 463480693
4158440141346570271,495400618 495258252 495263416 495252594 495256039 495257463
4158871484611166306,495276976 463480227 489753829 463480226 463480255 489734604
4158890760804499638,495259045 463480693 463480694 489734604 495264589 463480696
4158986097080664130,463480227 463480482 463480677 463480468 463480471 463480665
4159619475506987183,463480226 463480677 1228501633 463480493 463480227 463480471
4160533180490711135,463480493 463480227 489753829 463480226 463480255 489734604
4161239289610895366,463480346 495403990 463480483 463480359 495404000 463480350
4162021149058007245,463480226 463480240 463480227 463480464 463480465 463480256
4162807856297410691,463480213 463480214 463480235 463480405 463480453 463480491
4163280982136586404,495399946 463480227 489753829 463480226 463480255 489734604
4163980281808159032,463480481 463480429 463480225 495401664 463480223 495277605
4164315336520237325,463480228 463480226 463480237 463480214 463480213 463480691
4166938954068394308,463480486 463480493 463480226 463480346 463480213 463480210
4170883366090965072,463480322 463480497 463480242 463480553 463480493 463480221
4172605567144296498,463480273 463480221 463480497 463480322 463480242 463480679
4173069865368944987,495252594 463480693 495250885 495251312 495255645 463480694
4173781682730565647,463480227 463480255 463480256 489734604 463480465 463480464
4174347128022237454,463480221 463480497 463480322 463480242 463480553 463480493
4174407688697676106,1228501633 463480697 463480256 463480464 463480255 463480466
4174487097690554550,463480693 463480694 489734604 495264589 463480696 1526098025
4174851799620256066,495251097 495253660 463480497 463480322 463480242 463480553
4175086593993605378,463480242 495252594 463480497 463480322 463480553 463480493
4175876600283005250,495253660 495251097 463480553 463480322 463480342 463480641
4175944681908863120,489734604 463480227 489753829 463480226 463480255 463480464
4176026668900024592,463480362 463480695 463480693 495264005 495250885 463480555
4176051816929165317,495252594 463480694 495251659 495251097 495263416 463480242
4176264506726678560,495252594 463480322 463480342 463480679 463480641 463480497
4176296050236063863,495252594 495256039 495257463 495264589 463480342 495263729
4176786644663271669,463480227 463480226 489753829 463480255 489734604 463480464
4176856744811560999,495403143 495256039 463480699 495403408 495251312 495263729
4176949381762121823,463480497 463480322 463480242 463480553 463480493 463480221
4177285567040979222,463480484 463480359 463480355 463480356 463480358 495400939
4177370551185309769,463480256 463480227 489753829 463480226 463480255 489734604
4177699421634953428,463480320 463480255 463480256 489734604 463480465 463480464
4177705879041736975,463480693 463480224 495277614 495259045 463480695 495263416
4177781928598962358,463480696 463480693 495264589 1526098025 495261546 463480342
4177816104930377733,463480696 495257134 463480356 495401664 463480221 495264803
4178145932435259685,463480273 463480322 495400939 495401664 463480665 495401138
4178148308370325517,463480693 495264589 1526098025 495261546 463480342 489734604
4178224335303737374,495257463 495264589 495252594 463480342 495263729 495403143
4178538211686219810,463480699 495403408 495251312 495263729 463480221 495403165
4178713818792460295,495264589 495255157 463480493 463480346 495264479 495254783
4178876613630099697,463480381 495529087 495267299 495265868 495266964 495266983
4179411400493105467,1526098025 1526105009 495400618 495401146 495490838 495490943
4179757660626223178,463480697 1228501633 463480227 463480465 463480677 463480256
4180239423513034927,463480346 495254783 495264479 495264589 495257134 463480543
4180339353735659583,463480242 463480497 463480322 463480553 463480493 463480221
4180653481950183622,463480406 463480392 463480389 463480684 495370340 463480429
4180726298371948687,495256593 1526098025 463480553 463480699 463480694 463480653
4180821254112280838,463480553 463480694 463480497 463480322 463480693 463480679
4181231005611065540,495263729 495251312 463480221 495403165 495264774 495490943
4181767199217418477,1526105009 463480497 463480322 463480242 463480553 463480493
4181879174590365815,1526105009 495400618 495401146 495490838 495490943 495277184
4181973071838052556,463480696 463480356 495257134 495401664 463480493 495264235
4182374421542469664,463480652 463480210 463480359 463480457 463480665 463480212
4182491354137362499,495400939 463480497 463480322 463480242 463480553 463480493
4182765509408718961,463480242 463480497 463480322 463480553 463480493 463480221
4182890222493892727,495400618 495401146 495490838 495490943 495277184 495251659
4183193429915468088,495401665 495401146 463480356 463480699 463480589 495403210
4184024691221725285,495403210 463480493 463480226 463480346 463480213 463480210
4185297585537024144,495525836 495529087 463480514 495528684 495276951 463480515
4185565010267996404,463480235 495493336 463480691 463480213 463480214 463480665
4186158914532540492,463480224 463480225 463480221 463480273 463480497 463480242
4188287013463261349,463480256 489753829 463480227 463480464 463480677 463480697
4188532484884398183,463480226 463480240 463480472 463480227 463480677 1228501633
4193859899541422324,463480356 495366540 463480497 463480322 463480242 463480553
4194927467598446822,463480493 463480483 463480489 463480497 463480322 463480242
4195471229458579565,463480226 463480227 463480486 463480471 463480472 463480320
4195739571591577807,463480255 489753829 463480227 463480464 463480677 463480697
4195748026504970281,463480493 463480497 463480322 463480242 463480553 463480221
4196706473900769439,463480429 463480226 463480473 1228501633 463480223 463480481
4197093031557202132,463480342 489734604 463480679 495257134 495255157 1526105009
4197370908007727259,463480240 463480497 463480322 463480242 463480553 463480493
4198064659320537214,463480367 495490838 495490943 495401370 463480421 495490760
4198183862980050974,495490838 495490943 495277184 495251659 463480694 495277614
4198251868088172709,463480515 463480392 463480389 463480684 495370340 463480429
4198816298167173380,463480255 463480227 489753829 463480226 489734604 463480464
4199019734440608031,463480589 463480553 463480322 463480693 463480679 495251659
4199247042592375105,1526105009 463480679 463480497 495256039 1526098025 463480322
4199692950766354747,495277184 495490943 495490838 495251659 463480694 495277614
4199751482645152033,463480679 463480497 463480322 463480242 463480553 463480493
4199874243680272612,463480470 463480227 489753829 463480226 463480255 489734604
4200148298931109961,1526105009 463480497 463480322 463480242 463480553 463480493
4200693017571491996,495266983 495266649 463480464 463480227 463480256 463480539
4200760672732840260,463480539 463480256 463480227 489753829 463480226 463480255
4201122129276043304,463480696 463480356 495257134 495401664 495254783 495255157
4201928259966337267,489734604 495400605 463480240 463480472 463480465 463480476
4202352668239724748,495255645 495250885 495251312 463480694 495254138 495263729
4202469543656816765,463480457 463480483 463480224 463480497 463480322 463480242
4202658560843186413,495403165 495264479 495488569 495402010 489734604 495399696
4202989605113299076,489734604 495400314 495400385 495400618 495400605 495400431
4203275761986044079,1228501633 1526105009 463480242 463480322 463480213 463480453
4203704213603614962,495256039 463480322 463480497 463480694 495251312 463480242
4203704164266803249,1228501633 463480227 489753829 463480226 463480255 489734604
4203749678641053749,463480493 463480497 463480322 463480242 463480553 463480221
4204048749606207706,463480242 463480497 463480322 463480553 463480493 463480221
4205674585198690415,463480473 463480227 489753829 463480226 463480255 489734604
4205770990826291460,463480322 495251312 463480358 463480227 489753829 463480226
4206077953674051703,495251659 463480694 495277614 463480259 463480235 495400618
4206358084348018694,463480227 495251659 463480693 463480553 495251097 495251312
4207175562411638807,463480255 463480256 495400618 489734604 489753829 463480317
4207546781325328523,463480470 463480227 489753829 463480226 463480255 489734604
4207648026657030451,463480322 495264479 463480221 463480497 463480242 463480553
4207764192165888062,1526098025 463480322 1526105009 463480693 463480694 495402176
4208268066834087988,463480697 489753829 489734604 463480539 463480227 463480464
4208391440350314584,463480242 463480497 463480322 463480553 463480493 463480221
4209004215333552358,463480499 463480392 495400618 489753829 463480484 463480227
4210808097412743497,463480472 463480227 489753829 463480226 463480255 489734604
4216660094210277639,463480589 463480374 463480379 463480497 463480440 495251312
4216688596096123206,463480255 463480227 489753829 463480226 489734604 463480464
4218493755682717898,463480256 495400618 489753829 489734604 463480317 463480320
4219703709891035268,463480689 463480553 463480497 463480322 463480242 463480493
4220039207046611011,463480359 463480355 463480356 463480358 495400939 495401665
4220082532752818433,463480689 495264479 463480697 489753829 495400618 463480695
4220438527427477662,463480473 463480543 495260496 463480221 463480226 495255157
4220802447339159714,463480465 463480227 489753829 463480226 463480255 489734604
4220926830186332166,495257463 463480210 463480359 463480457 463480665 463480212
4221059271266402561,495264479 463480697 489753829 495400618 463480695 495263416
4221227596354158633,463480242 463480497 463480322 463480553 463480493 463480221
4221378608637149220,463480465 463480227 489753829 463480226 463480255 489734604
4221523357912793104,463480670 463480652 463480429 463480210 463480224 463480482
4221809101564805377,495400618 463480695 495263416 463480691 463480453 463480242
4221950333145055279,463480677 463480493 463480226 463480346 463480213 463480210
4221998762120446102,463480553 463480497 463480322 463480242 463480493 463480221
4222219323907244107,495252594 463480497 463480322 463480242 463480553 463480493
4222236882814894277,463480694 463480392 463480389 463480684 495370340 463480429
4222799292743549144,463480693 463480695 495263416 495266983 463480679 463480346
4223628551179206916,463480356 463480359 463480355 463480358 495400939 495401665
4223633800333361189,495263416 495400618 463480691 463480453 495250885 463480242
4224234784417906705,463480227 463480467 495400618 463480466 463480465 463480468
4224422924914786472,495400618 463480691 463480453 463480242 495250885 495263416
4224537945519161566,463480553 463480322 463480497 463480694 495251312 463480242
4225767153551802432,463480235 495400618 1526105009 495250885 495400474 495400385
4226267306946461883,463480235 463480453 463480691 463480213 463480214 463480457
4226438335605768343,463480242 463480342 463480497 463480322 463480553 463480493
4226465395140722785,495400314 463480359 463480355 463480356 463480358 495400939
4226465360164683944,495250885 495263416 495253324 495400618 463480381 495277184
4226636306689032397,463480358 463480322 495251312 495255645 463480553 463480242
4226906324317241467,495251312 463480497 463480322 463480242 463480553 463480493
4227278308574494779,495402179 495402268 495402254 495401997 495402010 495402014
4227397489330225199,495400939 495366540 463480359 463480457 463480493 463480483
4227482662880149687,463480213 463480691 463480235 463480214 463480457 463480665
4227582502567411998,495400618 463480539 463480471 489734604 495399820 463480240
4228775941878055206,489753829 463480227 463480226 463480255 489734604 463480464
4228792056238047259,463480539 495400043 495400314 495400431 495400576 495400618
4229430934668837207,463480242 495255645 463480497 463480322 463480553 463480493
4230541147130298554,463480255 463480227 489753829 463480226 489734604 463480464
4230578035978142005,463480242 495250885 495251312 495261546 463480497 463480693
4230677376055902360,463480670 463480652 463480429 463480210 463480224 463480482
4232372714787045566,495401146 463480355 463480359 463480356 463480358 495400939
4232436622971371596,463480242 463480497 463480322 463480553 463480493 463480221
4239482847884214318,463480227 463480429.0 463480493.0 463480693.0 495400618.0 463480497.0
4239962598603751766,1228501633 495399719 495399912 489753829 495399696 463480677
4242896738534293648,463480457 463480452 463480665 463480210 495493336 463480429
4243066459457847303,495400474 495400385 495400618 463480497 495265868 495266983
4243260467362398354,463480553 463480497 463480221 463480322 463480242 463480493
4243618236084256932,463480679 495253324 463480497 463480322 463480242 463480553
4244326779501150215,495266983 463480385 495402010 495403408 495254783 495264235
4244532152286314734,463480683 495402010 495402176 463480231 463480447 463480693
4244532891602649156,463480210 463480493 463480497 463480322 463480242 463480553
4244537175585063046,463480221 463480497 463480679 463480322 463480689 463480342
4244594776950440199,463480355 495403143 463480359 463480356 463480358 495400939
4244672001867776067,495266983 463480679 463480346 463480342 495400618 495277614
4244723702259253283,463480539 463480227 489753829 463480226 463480255 489734604
4244843199042158603,463480374 495403326 495256039 463480553 495403408 463480693
4245875752641495102,495401664 495264479 495254783 463480696 463480221 495264235
4246777487854403729,489734604 489753829 463480464 463480467 463480227 463480697
4247980008836694232,463480679 463480346 463480342 495400618 495277614 495264803
4248003795951026284,495251312 463480679 463480497 463480436 463480322 463480553
4248455569298948230,463480473 463480483 463480475 463480346 463480317 463480652
4248713149489610787,463480225 463480652 463480429 463480224 463480223 495277614
4248764763239612427,463480553 495403326 495403408 495256039 463480693 463480698
4248853470321049637,495251097 463480483 495254783 463480224 495400618 463480465
4249846375452246042,463480693 463480698 495404029 489734604 495400618 495512445
4249902981724766461,495256039 463480693 495399696 463480694 495252594 495251659
4251189687514562781,463480255 463480227 489753829 463480226 489734604 463480464
4252455942208356535,463480429 463480225 463480224 463480223 495277614 463480481
4253118948626399547,463480342 463480497 463480322 463480242 463480553 463480493
4253244164140695555,463480483 463480346 463480359 495404000 495403990 463480350
4253952661308571899,463480356 463480484 463480355 463480358 495401665 495400939
4254768869935939659,463480221 463480227 489753829 463480226 463480255 489734604
4256165963770363979,489734604 489753829 463480255 463480464 463480465 463480256
4259099282879807795,463480214 495493336 463480497 463480322 463480242 463480553
4263604789184561226,463480465 463480227 489753829 463480226 463480255 489734604
4264212043147772108,495264005 463480497 463480322 463480242 463480553 463480493
4264433632707346734,495264005 495252594 463480693 495255645 463480695 463480362
4264841537925153100,463480342 463480497 463480322 463480242 463480553 463480493
4265382134857335043,495399966 463480227 489753829 463480226 463480255 489734604
4265652403720683826,495276976 463480497 463480322 463480242 463480553 463480493
4265923915694473557,463480487 463480255 463480256 489734604 463480465 463480464
4266422804483145980,463480346 495366540 463480457 463480359 463480493 463480429
4266918068269613303,463480224 495400618 463480465 463480589 463480346 463480693
4266947572812480516,463480475 463480483 495400631 463480693 495255340 463480255
4267260711594885184,495404008 495264235 463480689 495259045 463480641 495264774
4267606407424246055,495400341 463480235 463480240 463480493 463480472 463480227
4267838061778829523,463480227 495402176 463480677 1228501633 463480493 463480471
4267844127765299447,463480237 495399700 463480464 463480697 463480539 463480467
4267983460150018094,463480493 463480543 495400939 495400618 463480358 463480359
4268225533759193139,463480320 463480227 489753829 463480226 463480255 489734604
4268711696974479595,495506542 495506138 463480368 495504580 463480370 495505381
4269043047223001278,495399700 463480227 463480471 463480322 489753829 463480226
4269827413203747083,463480322 463480694 463480497 463480242 463480553 463480493
4270335699108757751,463480589 463480346 463480693 463480453 495400618 463480694
4271314025899360310,463480227 495399934 489734604 463480697 463480464 463480255
4271971729243111508,495256989 463480497 463480322 463480694 495251312 1526098025
4272015521790820561,489734604 463480467 463480471 463480466 463480465 463480464
4272131068680732967,495255340 495264774 495250885 463480322 463480679 495251312
4272167900312502532,463480213 463480214 463480691 463480235 463480457 463480359
4272335780878745841,463480689 463480694 495252594 463480497 463480322 463480242
4272509143691559214,463480493 463480677 463480240 463480658 1228501633 463480477
4272605293300941019,495257134 495264235 495264479 463480221 495254783 463480696
4272993043263520805,463480453 463480589 463480694 495400618 495252594 463480225
4273746077897720017,495401997 495402268 495402258 495403354 495402254 495402179
4275169161268428833,463480497 463480322 463480242 463480553 463480493 463480221
4275801705986130176,495488569 495369801 495277303 495404035 463480439 495370340
4276088330727456879,495254138 463480497 463480322 463480242 463480553 463480493
4276381371621179437,463480227 463480226 463480240 489753829 463480255 489734604
4276483408600236341,495400431 463480227 489753829 463480226 463480255 489734604
4276946013089169411,495277303 463480227 489753829 463480226 463480255 489734604
4277123004508405915,495461626 463480227 489753829 463480226 463480255 489734604
4278645391729361192,489753829 495400155 463480255 463480697 463480464 495400618
4278700833994178778,463480379 463480227 489753829 463480226 463480255 489734604
4279096829071065212,495402176 495369801 495277303 495404035 463480439 495370340
4281141767578058779,463480342 463480322 463480242 463480641 463480679 463480497
4283644182224437493,463480497 463480322 463480242 463480553 463480493 463480221
4284487484290629677,463480429 463480223 463480481 463480224 463480665 463480670
4285347659366793496,495488569 495369801 495404035 495402176 495277303 463480493
4286621667244638324,463480227 463480236 463480464 463480488 495400618 495399700
4286835895696097611,495256593 495255645 463480497 463480322 463480242 463480553
4286862912892960854,463480652 463480224 495277614 463480223 463480429 463480210
4286977025420034085,463480695 495252594 495277614 463480497 463480699 495399700
4287085435581890621,463480483 463480350 495403982 495403990 495404000 489734604
4287474052653908209,495252594 463480694 463480693 463480553 495251312 495251659
4287519828205371593,463480342 463480497 463480322 463480242 463480553 463480493
4287722746669170824,495253660 495256039 1526098025 463480322 463480497 463480242
4288283782055723274,495399966 495400635 495400631 495401138 495399820 463480359
4288456336238444545,495264803 463480497 463480322 463480242 463480553 463480493
4289850077620207673,463480465 463480227 489753829 463480226 463480255 489734604
4289980628440187150,463480679 463480221 463480497 463480322 463480242 463480493
4290205018835124502,495259045 463480641 495264774 495264005 463480694 463480346
4290217416048771398,489753829 463480466 463480471 489734604 463480465 463480256
4290482857281847442,463480212 463480210 463480652 495366540 495519129 463480429
4290592490649813034,463480465 463480472 495400155 463480486 463480226 463480227
4290843578430652725,463480497 463480242 463480693 463480322 463480273 463480694
4291383595486150715,489734604 495402010 495399696 495276976 495277293 495277192
4291737768041906408,463480240 463480658 463480226 463480227 463480465 463480467
4291897627173978446,463480695 495252594 463480322 463480342 463480679 463480497
4292198847060115493,463480497 463480699 495399700 495399696 495400618 1231113729
4292266602863001611,463480429 463480225 495276951 495400939 495277614 495400618
4292320101866668286,463480487 463480227 489753829 463480226 463480255 489734604
4292516224101253212,463480210 463480359 463480457 463480665 463480212 463480429
4292636987521237143,495488569 495404035 495277303 495402176 495369801 463480493
4292689547591680152,463480693 463480497 463480322 463480242 463480553 463480493
4292965642774249598,495493945 463480259 463480231 495364969 495369801 495402176
4293033689919783222,495276976 463480227 489753829 463480226 463480255 489734604
4293595609442549819,495277303 463480464 463480467 463480697 463480539 489753829
4293934120346059032,463480641 463480497 463480322 463480242 463480553 463480493
4294331528685027666,463480697 463480227 489753829 463480226 463480255 489734604
4294373198314864877,463480342 463480497 463480322 463480242 463480553 463480493
4294488424147058974,463480255 463480227 489753829 463480226 489734604 463480464
4294766605869514845,463480493 463480221 463480273 495255157 495264479 463480543
4294868282904936767,463480355 463480213 495401138 463480493 463480226 463480346
4295254285549568101,463480240 495400635 463480227 489753829 463480226 463480255
4296042076802384022,463480221 463480497 463480322 463480242 463480553 463480493
4296551528355594284,463480256 463480255 489734604 463480465 463480464 463480468
4297271453860757605,463480589 463480683 463480699 463480374 463480356 463480379
4297524799572017276,495461626 463480227 489753829 463480226 463480255 489734604
4297951383248699676,495251312 463480497 463480322 463480242 463480553 463480493
4298677624310857945,463480355 463480356 463480358 463480484 495401146 495401665
4299288258112127056,463480429 463480225 463480224 463480223 495277614 463480481
4299898909597630662,463480255 463480497 463480322 463480242 463480553 463480493
4300739826185928887,463480695 463480497 463480322 463480242 463480553 463480493
4302140481364820157,463480371 463480346 463480483 463480359 495404000 495403990
4304732218664157339,489734604 463480227 489753829 463480226 463480255 463480464
4305318582839935101,463480477 463480227 489753829 463480226 463480255 489734604
4305352368145301562,495403165 463480589 463480683 463480699 463480374 463480356
4307825532849094963,463480374 463480429 463480225 463480224 463480223 495277614
4308969049325830282,463480539 463480227 489753829 463480226 463480255 489734604
4309315582097621330,489734604 463480355 489753829 463480227 463480539 463480464
4309447170681995278,495277303 495277202 495277293 495277192 495369801 495488569
4309487863935008885,495493336 463480655 463480477 463480452 463480691 463480213
4309671839397052637,495403982 463480346 463480483 463480359 495404000 495403990
4309781632917700628,463480342 463480497 463480322 463480242 463480553 463480493
4310109368942330161,495253660 463480497 463480322 463480242 463480553 463480493
4310148260491165965,495399696 463480227 489753829 463480226 463480255 489734604
4310214534961037330,495400618 463480256 463480255 463480465 463480539 463480320
4310243975598964983,1231113729 495251097 495400618 495399912 463480694 463480497
4310414225577345340,463480242 463480693 463480497 463480322 463480553 463480493
4310436050129125594,495403143 463480683 463480699 463480589 463480374 463480356
4310687761700749618,489753829 495400431 463480227 463480226 463480255 489734604
4311103134553342016,495264774 495264005 463480694 463480342 463480346 463480693
4311236630431399979,463480467 463480447 495265949 463480698 463480420 463480446
4311788193707982877,463480342 463480497 463480322 463480242 463480553 463480493
4312098685925982378,495399696 495276976 495277293 495277192 463480689 1228501633
4312421573180784704,495264005 463480694 463480346 463480342 463480693 495277192
4312427826282758239,495400939 463480359 463480355 463480356 463480358 495401665
4312499156048674936,463480255 463480227 489753829 463480226 489734604 463480464
4313059332308861001,463480487 463480677 463480227 463480236 463480464 463480488
4313238245724913760,463480374 495403168 463480683 463480699 463480589 463480356
4313371930282950806,463480689 463480242 463480342 463480497 463480553 463480679
4313396147747553389,463480652 463480213 463480691 463480653 463480457 463480665
4313481272211013639,463480694 463480346 463480342 463480693 495277192 495404035
4313501984763150368,463480256 463480227 463480464 463480677 463480466 489753829
4313610760976597239,495252594 463480694 495400618 495250885 495277614 463480695
4313784498426216649,463480694 463480322 463480497 495256039 463480689 463480693
4313785966779433111,489753829 463480464 489734604 463480697 463480255 463480466
4313881908589887631,495400043 1228501633 463480240 463480227 489753829 463480226
4314494688034554173,495399700 463480697 463480256 463480464 463480255 463480466
4315014198153707869,463480240 495399966 495399820 463480658 495399946 463480227
4315504873753805047,495400618 463480694 495250885 495277614 463480695 495402254
4315731550895341619,494343225 463480359 463480355 463480356 463480358 495400939
4315754733366149453,495404008 463480214 463480212 463480210 463480452 463480483
4315972695777083741,495400618 495277614 495264803 463480346 463480468 495256039
4316183781647843575,495277614 463480695 495402254 495402022 463480225 495277303
4316530232045076606,495493945 463480259 463480213 463480214 463480691 463480235
4316553356502106224,495401138 463480429.0 463480493.0 463480693.0 495400618.0 463480497.0
4316811611518009351,463480346 463480342 463480693 495277192 495404035 495253660
4316950212767646010,463480497 495264589 463480358 463480355 463480356 495401146
4317001321763569997,463480235 463480491 463480691 463480405 495364620 463480457
4317848128365527136,495404000 463480350 463480483 495404012 463480346 495403982
4318640616058388668,463480381 463480429.0 463480493.0 463480693.0 495400618.0 463480497.0
4319559182504952103,463480493 463480497 463480322 463480242 463480553 463480221
4320266139448901702,463480429 463480493.0 463480693.0 495400618.0 463480497.0 463480227.0
4320278607738962178,495255157 463480553 463480497 463480322 463480242 463480493
4321460092923543703,463480493 463480227 489753829 463480226 463480255 489734604
4322851997112336438,463480228 463480497 463480322 463480242 463480553 463480493
4328473426835275829,463480242 463480497 463480322 463480553 463480493 463480221
4328533925104713829,463480472 463480227 489753829 463480226 463480255 489734604
4331055300230512927,495493945 463480213 463480214 463480691 463480235 463480457
4331967570181882068,463480322 463480497 463480242 463480553 463480493 463480221
4332222945183924562,1228501633 463480227 489753829 463480226 463480255 489734604
4332464303510650887,463480342 463480693 495277192 495404035 495253660 463480679
4332671164749185046,463480696 463480497 463480322 463480242 463480553 463480493
4332716094579278139,495401146 463480358 463480355 495401665 495400939 463480484
4332799828467122344,495402022 463480225 495277303 463480486 495400618 495399912
4332911955048923438,463480452 495493530 463480683 463480699 463480589 463480374
4333099728872669514,495277303 495277192 495277293 495277184 495369801 463480322
4333721044489076983,463480486 495400618 495399912 495255157 463480225 463480693
4333909435508064588,1228501633 463480227 489753829 463480226 463480255 489734604
4334554696009383969,495277303 495404035 495277192 495277293 495277202 495369801
4334589304628314390,495404035 495253660 463480679 463480497 495399912 495400618
4334590057021440283,495277192 463480689 1228501633 495512115 495402176 495402254
4334680258586607637,495399966 495399946 463480477 463480472 495400635 463480486
4334791737021563048,463480225 463480693 495252594 463480493 495265949 495264803
4335077479923056917,463480337 463480457 463480213 463480214 463480691 463480235
4335140812194054413,495264479 463480543 495260496 463480221 463480226 495255157
4335258087910539473,463480342 463480497 463480322 463480242 463480553 463480493
4335773199307374941,463480227 495400618 495400385 495400576 495399975 463480464
4336301047368909043,495253324 495264479 463480696 495264589 495255157 495257134
4337157633669070886,463480255 463480227 489753829 463480226 489734604 463480464
4337252826979500310,463480679 463480497 495399912 495400618 495400631 463480653
4337293434811318370,463480227 489753829 463480226 463480255 489734604 463480464
4337710402929688613,463480693 495252594 463480225 463480493 495265949 495264803
4337988406058156190,489734604 463480227 495399912 495400618 495400631 489753829
4338041801774465137,463480468 489753829 463480466 463480471 489734604 463480465
4338531789686440214,495400631 463480653 495401665 495277303 463480317 463480693
4338551992643223624,495400618 495400631 495400385 495400576 495399975 463480464
4339838942950719809,463480543 463480493 463480221 495260496 463480214 463480226
4340488408938840128,495401665 495277303 463480317 463480693 495255340 463480339
4340896868037820593,463480543 463480497 463480322 463480242 463480553 463480493
4341499443313115150,495400624 1228501633 463480227 489753829 463480226 463480255
4342791532073713696,463480464 463480255 463480256 489734604 463480465 463480468
4342866485372780551,463480464 463480227 489753829 463480226 463480255 489734604
4343338487057219856,495250885 463480497 463480322 495255645 463480342 495252594
4345957822265557028,463480665 463480429 463480359 463480223 463480553 494343225
4346292586805461309,463480359 463480227 489753829 463480226 463480255 489734604
4348132845041221862,495277184 495277303 495277192 495277293 495369801 463480322
4349434540206588130,463480543 489734604 489753829 463480467 463480226 463480493
4353649607106625786,463480487 463480255 463480256 489734604 463480465 463480464
4353977918107156532,489753829 463480227 463480226 463480255 489734604 463480464
4355767880748368129,463480539 463480471 489753829 463480466 463480465 489734604
4356015807711936821,463480677 495400618 463480465 463480227 463480539 489753829
4357465635021651997,463480677 463480466 495399912 495399934 489734604 495400631
4357501299780223221,495402258 495401995 495401997 495402268 495402010 495402022
4357553308572319888,495254783 495264803 463480665 495401138 463480452 495493945
